username,followers,following,tier,relevance_text_score,relevance_score,audience_intent_score,content_depth_score,engagement_quality_score,topic_signal_score,final_score,weight_relevance,weight_audience_intent,weight_engagement_quality,weight_content_depth,text_confidence,comment_confidence,post_confidence,confidence_score,confidence_grade,needs_review,review_reason,relevance_reason,audience_intent_reason,content_depth_reason,why_selected,sample_caption,sample_comment_1,sample_comment_2,post_count,comment_count,median_engagement_rate
talkyourfeelings,23,28,nano,0.8,0.445,0.5,0.0,0.0,0.0,0.2749,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,Bio indicates a willingness to help with personal problems.,Comments section not available or populated.,No captions provided for analysis.,"Relevance 0.45, audience intent 0.50, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,,,0,0,0.0
yung_pueblo,3375291,1777,major,0.5,0.4062,0.3,0.2,0.0298,0.125,0.2681,0.35,0.3,0.2,0.15,0.8799,1.0,0.95,0.9359,high,False,,"Instagram account is not explicitly focused on mental health, but has some content that touches on relationships and personal growth.","Comments are mostly emojis, with a few generic compliments and agreement statements, indicating a low level of help-seeking or emotional sharing.","Captions are generally short and focused on promoting the user's content, with limited insight or originality.","Relevance 0.41, audience intent 0.30, content depth 0.20, engagement quality 0.03. Median engagement rate 0.26% across 19 posts. Confidence high (0.94).",Leave a 💙 if you agree,💙,👏👏👏,19,40,0.002551
mytherapistsays,8246154,261,major,0.2,0.1813,0.2,0.2,0.0003,0.125,0.1535,0.35,0.3,0.2,0.15,0.6626,1.0,1.0,0.8482,high,False,,Bio and captions show no clear focus on mental health.,Comments are mostly lighthearted and do not show help-seeking or emotional sharing.,Captions are mostly generic and not specific or insightful.,"Relevance 0.18, audience intent 0.20, content depth 0.20, engagement quality 0.00. Median engagement rate 0.00% across 20 posts. Confidence high (0.85).",I OBJECT 🗣️🗣️ @mybestiesays,😂😂😂😂😂😂😂😂😂,Yall know she's a zionist right ?,20,40,2.2e-05
dearmentalhealth,0,0,nano,0.8,0.4075,0.0,0.0,0.0,0.25,0.1396,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,Bio indicates mental health focus,No comments provided for analysis,No captions provided for analysis,"Relevance 0.41, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,,,0,0,0.0
tinybuddhaofficial,1687160,369,major,0.1,0.075,0.2,0.2,0.0762,0.0,0.1315,0.35,0.3,0.2,0.15,0.6975,0.4,0.1,0.4739,medium,False,,"Bio and posts are not mental-health primary, focus is on promoting products.",Comments show support but not help-seeking or emotional sharing.,Captions are generic and not mental-health specific.,"Relevance 0.08, audience intent 0.20, content depth 0.20, engagement quality 0.08. Median engagement rate 0.32% across 2 posts. Confidence medium (0.47).","Hi friends! Lori here. I'm excited to share that I've just launched five new shirts, based on some of the site's most popular memes, just in time for the holidays. That means you can now grab a tee, v-neck, tank, hoodie, or sweatshirt with one of nine designs, in multiple colors and sizes - and iPhone cases too! Get yours here: tinybuddha.com/store",👏👏👏👏,Love your posts ❤❤❤,2,8,0.003203
anxiety_wellness,44,16,nano,0.5,0.2875,0.0,0.0,0.0,0.25,0.0985,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,"Bio is somewhat relevant to mental health, but not exclusively focused on it.","No comment samples provided, so audience intent cannot be evaluated.","No caption samples provided, so content depth cannot be evaluated.","Relevance 0.29, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,,,0,0,0.0
drjuliesmith,1241,2,nano,0.6,0.24,0.0,0.0,0.0,0.0,0.0822,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,"The account is managed by a mental health author, but the bio and captions do not explicitly mention mental health.",No comments were provided for analysis.,No captions were provided for analysis.,"Relevance 0.24, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,,,0,0,0.0
livewellmindfully,106,88,nano,0.5,0.2438,0.0,0.0,0.0,0.125,0.0815,0.3344,0.2548,0.2865,0.1244,0.2175,0.0,0.0,0.0979,low,False,,Bio mentions mindfulness but does not explicitly state mental health focus,No comments provided for analysis,No captions provided for analysis,"Relevance 0.24, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.10).",,,,0,0,0.0
mentalhealthawarness,1,3,nano,0.5,0.2438,0.0,0.0,0.0,0.125,0.0718,0.2944,0.3028,0.3185,0.0844,0.0575,0.0,0.0,0.0259,low,False,,"Account has 'Mental Health Awareness' in the bio, but no explicit mention of lived experience, therapy, or evidence-based education.","No comment samples provided, so audience intent cannot be evaluated.","No caption samples provided, so content depth cannot be evaluated.","Relevance 0.24, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.03).",,,,0,0,0.0
mindsettherapy,17,0,nano,0.5,0.2438,0.0,0.0,0.0,0.125,0.0705,0.2894,0.3088,0.3225,0.0794,0.0375,0.0,0.0,0.0169,low,False,,No clear mental health focus in bio.,No comments provided for evaluation.,No captions provided for evaluation.,"Relevance 0.24, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.02).",,,,0,0,0.0
theocdproject,106,15,nano,0.5,0.2438,0.0,0.0,0.0,0.125,0.0705,0.2894,0.3088,0.3225,0.0794,0.0375,0.0,0.0,0.0169,low,False,,Mental health related but not exclusively focused on it,No comments provided for evaluation,No captions provided for evaluation,"Relevance 0.24, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.02).",,,,0,0,0.0
projectsemicolon,1372,2,nano,0.5,0.2,0.0,0.0,0.0,0.0,0.0685,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,"The account's bio and captions show some connection to mental health, but it's unclear if the focus is primary.",No comments were provided for analysis.,No captions were provided for analysis.,"Relevance 0.20, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,,,0,0,0.0
mindmattersdaily,47,99,nano,0.5,0.2,0.0,0.0,0.0,0.0,0.0589,0.2944,0.3028,0.3185,0.0844,0.0575,0.0,0.0,0.0259,low,False,,Bio includes 'Psychology' but also 'Motivation' which is not mental-health primary,No comments provided for evaluation,No captions provided for evaluation,"Relevance 0.20, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.03).",,,,0,0,0.0
psychologytoday,2413,8,nano,0.3,0.12,0.0,0.0,0.0,0.0,0.0359,0.2994,0.2968,0.3145,0.0894,0.0775,0.0,0.0,0.0349,low,False,,Lacking clear mental health focus in bio and captions,No comments provided for evaluation,No captions provided for evaluation,"Relevance 0.12, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.03).",,,,0,0,0.0
drleaf,67,73,nano,0.3,0.12,0.0,0.0,0.0,0.0,0.0352,0.2937,0.3035,0.319,0.0837,0.055,0.0,0.0,0.0248,low,False,,vague bio connection to mental health,no comments provided,no captions provided,"Relevance 0.12, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.02).",,,,0,0,0.0
emotionalwellnessco,90,62,nano,0.2,0.08,0.0,0.0,0.0,0.0,0.0274,0.3425,0.245,0.28,0.1325,0.25,0.0,0.0,0.1125,low,False,,Generic motivation-focused bio,No comments provided for evaluation,No captions provided for evaluation,"Relevance 0.08, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.11).",,,,0,0,0.0
mindful__living,8,4,nano,0.2,0.08,0.0,0.0,0.0,0.0,0.0237,0.2963,0.3005,0.317,0.0862,0.065,0.0,0.0,0.0293,low,False,,No mention of mental health in bio or captions.,No comments provided for evaluation.,No captions provided for evaluation.,"Relevance 0.08, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.03).",,,,0,0,0.0
kwikbrain,44,1,nano,0.1,0.04,0.0,0.0,0.0,0.0,0.0115,0.2863,0.3125,0.325,0.0762,0.025,0.0,0.0,0.0113,low,False,,"Bio and captions show generic motivation and personal development, not primarily mental health focused.",No comments provided for analysis.,No captions provided for analysis.,"Relevance 0.04, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.01).",,,,0,0,0.0
212930419,0,0,nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.32,0.33,0.07,0.0,0.0,0.0,0.0,low,False,,heuristic fallback based on bio/caption topical language,heuristic fallback from comment help-seeking language,heuristic fallback based on caption specificity and length,"Relevance 0.00, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.00).",,,,0,0,0.0
316641247474898,0,0,nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.32,0.33,0.07,0.0,0.0,0.0,0.0,low,False,,heuristic fallback based on bio/caption topical language,heuristic fallback from comment help-seeking language,heuristic fallback based on caption specificity and length,"Relevance 0.00, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.00).",,,,0,0,0.0
3174769912474877963,0,0,nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.32,0.33,0.07,0.0,0.0,0.0,0.0,low,False,,heuristic fallback based on bio/caption topical language,heuristic fallback from comment help-seeking language,heuristic fallback based on caption specificity and length,"Relevance 0.00, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.00).",,,,0,0,0.0
1903138826,0,0,nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.32,0.33,0.07,0.0,0.0,0.0,0.0,low,False,,heuristic fallback based on bio/caption topical language,heuristic fallback from comment help-seeking language,heuristic fallback based on caption specificity and length,"Relevance 0.00, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.00).",,,,0,0,0.0
1873344063414835,0,0,nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.32,0.33,0.07,0.0,0.0,0.0,0.0,low,False,,heuristic fallback based on bio/caption topical language,heuristic fallback from comment help-seeking language,heuristic fallback based on caption specificity and length,"Relevance 0.00, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.00).",,,,0,0,0.0
18567863074016486,0,0,nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.32,0.33,0.07,0.0,0.0,0.0,0.0,low,False,,heuristic fallback based on bio/caption topical language,heuristic fallback from comment help-seeking language,heuristic fallback based on caption specificity and length,"Relevance 0.00, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.00).",,,,0,0,0.0
34863631558,0,0,nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.32,0.33,0.07,0.0,0.0,0.0,0.0,low,False,,heuristic fallback based on bio/caption topical language,heuristic fallback from comment help-seeking language,heuristic fallback based on caption specificity and length,"Relevance 0.00, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.00).",,,,0,0,0.0
2696454,0,0,nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.32,0.33,0.07,0.0,0.0,0.0,0.0,low,False,,heuristic fallback based on bio/caption topical language,heuristic fallback from comment help-seeking language,heuristic fallback based on caption specificity and length,"Relevance 0.00, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.00).",,,,0,0,0.0
2968285411924288622,0,0,nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.32,0.33,0.07,0.0,0.0,0.0,0.0,low,False,,heuristic fallback based on bio/caption topical language,heuristic fallback from comment help-seeking language,heuristic fallback based on caption specificity and length,"Relevance 0.00, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.00).",,,,0,0,0.0
28227447,0,0,nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.32,0.33,0.07,0.0,0.0,0.0,0.0,low,False,,heuristic fallback based on bio/caption topical language,heuristic fallback from comment help-seeking language,heuristic fallback based on caption specificity and length,"Relevance 0.00, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.00).",,,,0,0,0.0
2145482493963443046,0,0,nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.32,0.33,0.07,0.0,0.0,0.0,0.0,low,False,,heuristic fallback based on bio/caption topical language,heuristic fallback from comment help-seeking language,heuristic fallback based on caption specificity and length,"Relevance 0.00, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.00).",,,,0,0,0.0
191172365,0,0,nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.32,0.33,0.07,0.0,0.0,0.0,0.0,low,False,,heuristic fallback based on bio/caption topical language,heuristic fallback from comment help-seeking language,heuristic fallback based on caption specificity and length,"Relevance 0.00, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.00).",,,,0,0,0.0
1920885564204976543,0,0,nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.32,0.33,0.07,0.0,0.0,0.0,0.0,low,False,,heuristic fallback based on bio/caption topical language,heuristic fallback from comment help-seeking language,heuristic fallback based on caption specificity and length,"Relevance 0.00, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.00).",,,,0,0,0.0
1923341809,0,0,nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.32,0.33,0.07,0.0,0.0,0.0,0.0,low,False,,heuristic fallback based on bio/caption topical language,heuristic fallback from comment help-seeking language,heuristic fallback based on caption specificity and length,"Relevance 0.00, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.00).",,,,0,0,0.0
248702780,0,0,nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.32,0.33,0.07,0.0,0.0,0.0,0.0,low,False,,heuristic fallback based on bio/caption topical language,heuristic fallback from comment help-seeking language,heuristic fallback based on caption specificity and length,"Relevance 0.00, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.00).",,,,0,0,0.0
193693777,0,0,nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.32,0.33,0.07,0.0,0.0,0.0,0.0,low,False,,heuristic fallback based on bio/caption topical language,heuristic fallback from comment help-seeking language,heuristic fallback based on caption specificity and length,"Relevance 0.00, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.00).",,,,0,0,0.0
228836642167607,0,0,nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.32,0.33,0.07,0.0,0.0,0.0,0.0,low,False,,heuristic fallback based on bio/caption topical language,heuristic fallback from comment help-seeking language,heuristic fallback based on caption specificity and length,"Relevance 0.00, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.00).",,,,0,0,0.0
2187469041,0,0,nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.32,0.33,0.07,0.0,0.0,0.0,0.0,low,False,,heuristic fallback based on bio/caption topical language,heuristic fallback from comment help-seeking language,heuristic fallback based on caption specificity and length,"Relevance 0.00, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.00).",,,,0,0,0.0
37583982879,0,0,nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.32,0.33,0.07,0.0,0.0,0.0,0.0,low,False,,heuristic fallback based on bio/caption topical language,heuristic fallback from comment help-seeking language,heuristic fallback based on caption specificity and length,"Relevance 0.00, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.00).",,,,0,0,0.0
214755146,0,0,nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.32,0.33,0.07,0.0,0.0,0.0,0.0,low,False,,heuristic fallback based on bio/caption topical language,heuristic fallback from comment help-seeking language,heuristic fallback based on caption specificity and length,"Relevance 0.00, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.00).",,,,0,0,0.0
204517928,0,0,nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.32,0.33,0.07,0.0,0.0,0.0,0.0,low,False,,heuristic fallback based on bio/caption topical language,heuristic fallback from comment help-seeking language,heuristic fallback based on caption specificity and length,"Relevance 0.00, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.00).",,,,0,0,0.0
3494361758401442700,0,0,nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.32,0.33,0.07,0.0,0.0,0.0,0.0,low,False,,heuristic fallback based on bio/caption topical language,heuristic fallback from comment help-seeking language,heuristic fallback based on caption specificity and length,"Relevance 0.00, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.00).",,,,0,0,0.0
mantherapy,1,4,nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.32,0.33,0.07,0.0,0.0,0.0,0.0,low,False,,heuristic fallback based on bio/caption topical language,heuristic fallback from comment help-seeking language,heuristic fallback based on caption specificity and length,"Relevance 0.00, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.00).",,,,0,0,0.0
3850759996321147752,0,0,nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.32,0.33,0.07,0.0,0.0,0.0,0.0,low,False,,heuristic fallback based on bio/caption topical language,heuristic fallback from comment help-seeking language,heuristic fallback based on caption specificity and length,"Relevance 0.00, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.00).",,,,0,0,0.0
safeplaceformentalhealth,37,62,nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.32,0.33,0.07,0.0,0.0,0.0,0.0,low,False,,heuristic fallback based on bio/caption topical language,heuristic fallback from comment help-seeking language,heuristic fallback based on caption specificity and length,"Relevance 0.00, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.00).",,,,0,0,0.0
weareallhuman,3,12,nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2837,0.3155,0.327,0.0737,0.015,0.0,0.0,0.0067,low,False,,No mental health related content found in bio or captions.,No comments provided for analysis.,No captions provided for analysis.,"Relevance 0.00, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.01).",,,,0,0,0.0
traumatherapyhub,0,0,nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.32,0.33,0.07,0.0,0.0,0.0,0.0,low,False,,heuristic fallback based on bio/caption topical language,heuristic fallback from comment help-seeking language,heuristic fallback based on caption specificity and length,"Relevance 0.00, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.00).",,,,0,0,0.0
thesadgirlsclub,1,0,nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.32,0.33,0.07,0.0,0.0,0.0,0.0,low,False,,heuristic fallback based on bio/caption topical language,heuristic fallback from comment help-seeking language,heuristic fallback based on caption specificity and length,"Relevance 0.00, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.00).",,,,0,0,0.0
thementalhealthcoach,4349,6026,nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2875,0.311,0.324,0.0775,0.03,0.0,0.0,0.0135,low,False,,No mental health related content in bio or captions.,No comments provided for evaluation.,No captions provided for evaluation.,"Relevance 0.00, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.01).",,,,0,0,0.0
thefriendlinessproject,0,0,nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.32,0.33,0.07,0.0,0.0,0.0,0.0,low,False,,heuristic fallback based on bio/caption topical language,heuristic fallback from comment help-seeking language,heuristic fallback based on caption specificity and length,"Relevance 0.00, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.00).",,,,0,0,0.0
thedepressionproject,0,0,nano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.32,0.33,0.07,0.0,0.0,0.0,0.0,low,False,,heuristic fallback based on bio/caption topical language,heuristic fallback from comment help-seeking language,heuristic fallback based on caption specificity and length,"Relevance 0.00, audience intent 0.00, content depth 0.00, engagement quality 0.00. Median engagement rate 0.00% across 0 posts. Confidence low (0.00).",,,,0,0,0.0
